"","x","y","z"
"933",3,"c",2016-10-01
"934",4,"d",2016-11-01
"935",5,"e",2016-12-01
"936",1,"a",2016-08-01
"937",1,"b",2016-09-01
"938",3,"c",2016-10-01
"939",4,"d",2016-11-01
"940",5,"e",2016-12-01
"941",1,"a",2016-08-01
"942",1,"b",2016-09-01
"943",3,"c",2016-10-01
"944",4,"d",2016-11-01
"945",5,"e",2016-12-01
"946",1,"a",2016-08-01
"947",1,"b",2016-09-01
"948",3,"c",2016-10-01
"949",4,"d",2016-11-01
"950",5,"e",2016-12-01
"951",1,"a",2016-08-01
"952",1,"b",2016-09-01
"953",3,"c",2016-10-01
"954",4,"d",2016-11-01
"955",5,"e",2016-12-01
"956",1,"a",2016-08-01
"957",1,"b",2016-09-01
"958",3,"c",2016-10-01
"959",4,"d",2016-11-01
"960",5,"e",2016-12-01
"961",1,"a",2016-08-01
"962",1,"b",2016-09-01
"963",3,"c",2016-10-01
"964",4,"d",2016-11-01
"965",5,"e",2016-12-01
"966",1,"a",2016-08-01
"967",1,"b",2016-09-01
"968",3,"c",2016-10-01
"969",4,"d",2016-11-01
"970",5,"e",2016-12-01
"971",1,"a",2016-08-01
"972",1,"b",2016-09-01
"973",3,"c",2016-10-01
"974",4,"d",2016-11-01
"975",5,"e",2016-12-01
"976",1,"a",2016-08-01
"977",1,"b",2016-09-01
"978",3,"c",2016-10-01
"979",4,"d",2016-11-01
"980",5,"e",2016-12-01
"981",1,"a",2016-08-01
"982",1,"b",2016-09-01
"983",3,"c",2016-10-01
"984",4,"d",2016-11-01
"985",5,"e",2016-12-01
"986",1,"a",2016-08-01
"987",1,"b",2016-09-01
"988",3,"c",2016-10-01
"989",4,"d",2016-11-01
"990",5,"e",2016-12-01
"991",1,"a",2016-08-01
"992",1,"b",2016-09-01
"993",3,"c",2016-10-01
"994",4,"d",2016-11-01
"995",5,"e",2016-12-01
"996",1,"a",2016-08-01
"997",1,"b",2016-09-01
"998",3,"c",2016-10-01
"999",4,"d",2016-11-01
"1000",5,"e",2016-12-01
"1001",1,"a",2016-08-01
"1002",1,"b",2016-09-01
"1003",3,"c",2016-10-01
"1004",4,"d",2016-11-01
"1005",5,"e",2016-12-01
"1006",1,"a",2016-08-01
"1007",1,"b",2016-09-01
"1008",3,"c",2016-10-01
"1009",4,"d",2016-11-01
"1010",5,"e",2016-12-01
"1011",1,"a",2016-08-01
"1012",1,"b",2016-09-01
"1013",3,"c",2016-10-01
"1014",4,"d",2016-11-01
"1015",5,"e",2016-12-01
"1016",1,"a",2016-08-01
"1017",1,"b",2016-09-01
"1018",3,"c",2016-10-01
"1019",4,"d",2016-11-01
"1020",5,"e",2016-12-01
"1021",1,"a",2016-08-01
"1022",1,"b",2016-09-01
"1023",3,"c",2016-10-01
"1024",4,"d",2016-11-01
"1025",5,"e",2016-12-01
"1026",1,"a",2016-08-01
"1027",1,"b",2016-09-01
"1028",3,"c",2016-10-01
"1029",4,"d",2016-11-01
"1030",5,"e",2016-12-01
"1031",1,"a",2016-08-01
"1032",1,"b",2016-09-01
"1033",3,"c",2016-10-01
"1034",4,"d",2016-11-01
"1035",5,"e",2016-12-01
"1036",1,"a",2016-08-01
"1037",1,"b",2016-09-01
"1038",3,"c",2016-10-01
"1039",4,"d",2016-11-01
"1040",5,"e",2016-12-01
"1041",1,"a",2016-08-01
"1042",1,"b",2016-09-01
"1043",3,"c",2016-10-01
"1044",4,"d",2016-11-01
"1045",5,"e",2016-12-01
"1046",1,"a",2016-08-01
"1047",1,"b",2016-09-01
"1048",3,"c",2016-10-01
"1049",4,"d",2016-11-01
"1050",5,"e",2016-12-01
"1051",1,"a",2016-08-01
"1052",1,"b",2016-09-01
"1053",3,"c",2016-10-01
"1054",4,"d",2016-11-01
"1055",5,"e",2016-12-01
"1056",1,"a",2016-08-01
"1057",1,"b",2016-09-01
"1058",3,"c",2016-10-01
"1059",4,"d",2016-11-01
"1060",5,"e",2016-12-01
"1061",1,"a",2016-08-01
"1062",1,"b",2016-09-01
"1063",3,"c",2016-10-01
"1064",4,"d",2016-11-01
"1065",5,"e",2016-12-01
"1066",1,"a",2016-08-01
"1067",1,"b",2016-09-01
"1068",3,"c",2016-10-01
"1069",4,"d",2016-11-01
"1070",5,"e",2016-12-01
"1071",1,"a",2016-08-01
"1072",1,"b",2016-09-01
"1073",3,"c",2016-10-01
"1074",4,"d",2016-11-01
"1075",5,"e",2016-12-01
"1076",1,"a",2016-08-01
"1077",1,"b",2016-09-01
"1078",3,"c",2016-10-01
"1079",4,"d",2016-11-01
"1080",5,"e",2016-12-01
"1081",1,"a",2016-08-01
"1082",1,"b",2016-09-01
"1083",3,"c",2016-10-01
"1084",4,"d",2016-11-01
"1085",5,"e",2016-12-01
"1086",1,"a",2016-08-01
"1087",1,"b",2016-09-01
"1088",3,"c",2016-10-01
"1089",4,"d",2016-11-01
"1090",5,"e",2016-12-01
"1091",1,"a",2016-08-01
"1092",1,"b",2016-09-01
"1093",3,"c",2016-10-01
"1094",4,"d",2016-11-01
"1095",5,"e",2016-12-01
"1096",1,"a",2016-08-01
"1097",1,"b",2016-09-01
"1098",3,"c",2016-10-01
"1099",4,"d",2016-11-01
"1100",5,"e",2016-12-01
"1101",1,"a",2016-08-01
"1102",1,"b",2016-09-01
"1103",3,"c",2016-10-01
"1104",4,"d",2016-11-01
"1105",5,"e",2016-12-01
"1106",1,"a",2016-08-01
"1107",1,"b",2016-09-01
"1108",3,"c",2016-10-01
"1109",4,"d",2016-11-01
"1110",5,"e",2016-12-01
"1111",1,"a",2016-08-01
"1112",1,"b",2016-09-01
"1113",3,"c",2016-10-01
"1114",4,"d",2016-11-01
"1115",5,"e",2016-12-01
"1116",1,"a",2016-08-01
"1117",1,"b",2016-09-01
"1118",3,"c",2016-10-01
"1119",4,"d",2016-11-01
"1120",5,"e",2016-12-01
"1121",1,"a",2016-08-01
"1122",1,"b",2016-09-01
"1123",3,"c",2016-10-01
"1124",4,"d",2016-11-01
"1125",5,"e",2016-12-01
"1126",1,"a",2016-08-01
"1127",1,"b",2016-09-01
"1128",3,"c",2016-10-01
"1129",4,"d",2016-11-01
"1130",5,"e",2016-12-01
"1131",1,"a",2016-08-01
"1132",1,"b",2016-09-01
"1133",3,"c",2016-10-01
"1134",4,"d",2016-11-01
"1135",5,"e",2016-12-01
"1136",1,"a",2016-08-01
"1137",1,"b",2016-09-01
"1138",3,"c",2016-10-01
"1139",4,"d",2016-11-01
"1140",5,"e",2016-12-01
"1141",1,"a",2016-08-01
"1142",1,"b",2016-09-01
"1143",3,"c",2016-10-01
"1144",4,"d",2016-11-01
"1145",5,"e",2016-12-01
"1146",1,"a",2016-08-01
"1147",1,"b",2016-09-01
"1148",3,"c",2016-10-01
"1149",4,"d",2016-11-01
"1150",5,"e",2016-12-01
"1151",1,"a",2016-08-01
"1152",1,"b",2016-09-01
"1153",3,"c",2016-10-01
"1154",4,"d",2016-11-01
"1155",5,"e",2016-12-01
"1156",1,"a",2016-08-01
"1157",1,"b",2016-09-01
"1158",3,"c",2016-10-01
"1159",4,"d",2016-11-01
"1160",5,"e",2016-12-01
"1161",1,"a",2016-08-01
"1162",1,"b",2016-09-01
"1163",3,"c",2016-10-01
"1164",4,"d",2016-11-01
"1165",5,"e",2016-12-01
"1166",1,"a",2016-08-01
"1167",1,"b",2016-09-01
"1168",3,"c",2016-10-01
"1169",4,"d",2016-11-01
"1170",5,"e",2016-12-01
"1171",1,"a",2016-08-01
"1172",1,"b",2016-09-01
"1173",3,"c",2016-10-01
"1174",4,"d",2016-11-01
"1175",5,"e",2016-12-01
"1176",1,"a",2016-08-01
"1177",1,"b",2016-09-01
"1178",3,"c",2016-10-01
"1179",4,"d",2016-11-01
"1180",5,"e",2016-12-01
"1181",1,"a",2016-08-01
"1182",1,"b",2016-09-01
"1183",3,"c",2016-10-01
"1184",4,"d",2016-11-01
"1185",5,"e",2016-12-01
"1186",1,"a",2016-08-01
"1187",1,"b",2016-09-01
"1188",3,"c",2016-10-01
"1189",4,"d",2016-11-01
"1190",5,"e",2016-12-01
"1191",1,"a",2016-08-01
"1192",1,"b",2016-09-01
"1193",3,"c",2016-10-01
"1194",4,"d",2016-11-01
"1195",5,"e",2016-12-01
"1196",1,"a",2016-08-01
"1197",1,"b",2016-09-01
"1198",3,"c",2016-10-01
"1199",4,"d",2016-11-01
"1200",5,"e",2016-12-01
"1201",1,"a",2016-08-01
"1202",1,"b",2016-09-01
"1203",3,"c",2016-10-01
"1204",4,"d",2016-11-01
"1205",5,"e",2016-12-01
"1206",1,"a",2016-08-01
"1207",1,"b",2016-09-01
"1208",3,"c",2016-10-01
"1209",4,"d",2016-11-01
"1210",5,"e",2016-12-01
"1211",1,"a",2016-08-01
"1212",1,"b",2016-09-01
"1213",3,"c",2016-10-01
"1214",4,"d",2016-11-01
"1215",5,"e",2016-12-01
"1216",1,"a",2016-08-01
"1217",1,"b",2016-09-01
"1218",3,"c",2016-10-01
"1219",4,"d",2016-11-01
"1220",5,"e",2016-12-01
"1221",1,"a",2016-08-01
"1222",1,"b",2016-09-01
"1223",3,"c",2016-10-01
"1224",4,"d",2016-11-01
"1225",5,"e",2016-12-01
"1226",1,"a",2016-08-01
"1227",1,"b",2016-09-01
"1228",3,"c",2016-10-01
"1229",4,"d",2016-11-01
"1230",5,"e",2016-12-01
"1231",1,"a",2016-08-01
"1232",1,"b",2016-09-01
"1233",3,"c",2016-10-01
"1234",4,"d",2016-11-01
"1235",5,"e",2016-12-01
"1236",1,"a",2016-08-01
"1237",1,"b",2016-09-01
"1238",3,"c",2016-10-01
"1239",4,"d",2016-11-01
"1240",5,"e",2016-12-01
"1241",1,"a",2016-08-01
"1242",1,"b",2016-09-01
"1243",3,"c",2016-10-01
"1244",4,"d",2016-11-01
"1245",5,"e",2016-12-01
"1246",1,"a",2016-08-01
"1247",1,"b",2016-09-01
"1248",3,"c",2016-10-01
"1249",4,"d",2016-11-01
"1250",5,"e",2016-12-01
"1251",1,"a",2016-08-01
"1252",1,"b",2016-09-01
"1253",3,"c",2016-10-01
"1254",4,"d",2016-11-01
"1255",5,"e",2016-12-01
"1256",1,"a",2016-08-01
"1257",1,"b",2016-09-01
"1258",3,"c",2016-10-01
"1259",4,"d",2016-11-01
"1260",5,"e",2016-12-01
"1261",1,"a",2016-08-01
"1262",1,"b",2016-09-01
"1263",3,"c",2016-10-01
"1264",4,"d",2016-11-01
"1265",5,"e",2016-12-01
"1266",1,"a",2016-08-01
"1267",1,"b",2016-09-01
"1268",3,"c",2016-10-01
"1269",4,"d",2016-11-01
"1270",5,"e",2016-12-01
"1271",1,"a",2016-08-01
"1272",1,"b",2016-09-01
"1273",3,"c",2016-10-01
"1274",4,"d",2016-11-01
"1275",5,"e",2016-12-01
"1276",1,"a",2016-08-01
"1277",1,"b",2016-09-01
"1278",3,"c",2016-10-01
"1279",4,"d",2016-11-01
"1280",5,"e",2016-12-01
"1281",1,"a",2016-08-01
"1282",1,"b",2016-09-01
"1283",3,"c",2016-10-01
"1284",4,"d",2016-11-01
"1285",5,"e",2016-12-01
"1286",1,"a",2016-08-01
"1287",1,"b",2016-09-01
"1288",3,"c",2016-10-01
"1289",4,"d",2016-11-01
"1290",5,"e",2016-12-01
"1291",1,"a",2016-08-01
"1292",1,"b",2016-09-01
"1293",3,"c",2016-10-01
"1294",4,"d",2016-11-01
"1295",5,"e",2016-12-01
"1296",1,"a",2016-08-01
"1297",1,"b",2016-09-01
"1298",3,"c",2016-10-01
"1299",4,"d",2016-11-01
"1300",5,"e",2016-12-01
"1301",1,"a",2016-08-01
"1302",1,"b",2016-09-01
"1303",3,"c",2016-10-01
"1304",4,"d",2016-11-01
"1305",5,"e",2016-12-01
"1306",1,"a",2016-08-01
"1307",1,"b",2016-09-01
"1308",3,"c",2016-10-01
"1309",4,"d",2016-11-01
"1310",5,"e",2016-12-01
"1311",1,"a",2016-08-01
"1312",1,"b",2016-09-01
"1313",3,"c",2016-10-01
"1314",4,"d",2016-11-01
"1315",5,"e",2016-12-01
"1316",1,"a",2016-08-01
"1317",1,"b",2016-09-01
"1318",3,"c",2016-10-01
"1319",4,"d",2016-11-01
"1320",5,"e",2016-12-01
"1321",1,"a",2016-08-01
"1322",1,"b",2016-09-01
"1323",3,"c",2016-10-01
"1324",4,"d",2016-11-01
"1325",5,"e",2016-12-01
"1326",1,"a",2016-08-01
"1327",1,"b",2016-09-01
"1328",3,"c",2016-10-01
"1329",4,"d",2016-11-01
"1330",5,"e",2016-12-01
"1331",1,"a",2016-08-01
"1332",1,"b",2016-09-01
"1333",3,"c",2016-10-01
"1334",4,"d",2016-11-01
"1335",5,"e",2016-12-01
"1336",1,"a",2016-08-01
"1337",1,"b",2016-09-01
"1338",3,"c",2016-10-01
"1339",4,"d",2016-11-01
"1340",5,"e",2016-12-01
"1341",1,"a",2016-08-01
"1342",1,"b",2016-09-01
"1343",3,"c",2016-10-01
"1344",4,"d",2016-11-01
"1345",5,"e",2016-12-01
"1346",1,"a",2016-08-01
"1347",1,"b",2016-09-01
"1348",3,"c",2016-10-01
"1349",4,"d",2016-11-01
"1350",5,"e",2016-12-01
"1351",1,"a",2016-08-01
"1352",1,"b",2016-09-01
"1353",3,"c",2016-10-01
"1354",4,"d",2016-11-01
"1355",5,"e",2016-12-01
"1356",1,"a",2016-08-01
"1357",1,"b",2016-09-01
"1358",3,"c",2016-10-01
"1359",4,"d",2016-11-01
"1360",5,"e",2016-12-01
"1361",1,"a",2016-08-01
"1362",1,"b",2016-09-01
"1363",3,"c",2016-10-01
"1364",4,"d",2016-11-01
"1365",5,"e",2016-12-01
"1366",1,"a",2016-08-01
"1367",1,"b",2016-09-01
"1368",3,"c",2016-10-01
"1369",4,"d",2016-11-01
"1370",5,"e",2016-12-01
"1371",1,"a",2016-08-01
"1372",1,"b",2016-09-01
"1373",3,"c",2016-10-01
"1374",4,"d",2016-11-01
"1375",5,"e",2016-12-01
"1376",1,"a",2016-08-01
"1377",1,"b",2016-09-01
"1378",3,"c",2016-10-01
"1379",4,"d",2016-11-01
"1380",5,"e",2016-12-01
"1381",1,"a",2016-08-01
"1382",1,"b",2016-09-01
"1383",3,"c",2016-10-01
"1384",4,"d",2016-11-01
"1385",5,"e",2016-12-01
"1386",1,"a",2016-08-01
"1387",1,"b",2016-09-01
"1388",3,"c",2016-10-01
"1389",4,"d",2016-11-01
"1390",5,"e",2016-12-01
"1391",1,"a",2016-08-01
"1392",1,"b",2016-09-01
"1393",3,"c",2016-10-01
"1394",4,"d",2016-11-01
"1395",5,"e",2016-12-01
"1396",1,"a",2016-08-01
"1397",1,"b",2016-09-01
"1398",3,"c",2016-10-01
"1399",4,"d",2016-11-01
"1400",5,"e",2016-12-01
"1401",1,"a",2016-08-01
"1402",1,"b",2016-09-01
"1403",3,"c",2016-10-01
"1404",4,"d",2016-11-01
"1405",5,"e",2016-12-01
"1406",1,"a",2016-08-01
"1407",1,"b",2016-09-01
"1408",3,"c",2016-10-01
"1409",4,"d",2016-11-01
"1410",5,"e",2016-12-01
"1411",1,"a",2016-08-01
"1412",1,"b",2016-09-01
"1413",3,"c",2016-10-01
"1414",4,"d",2016-11-01
"1415",5,"e",2016-12-01
"1416",1,"a",2016-08-01
"1417",1,"b",2016-09-01
"1418",3,"c",2016-10-01
"1419",4,"d",2016-11-01
"1420",5,"e",2016-12-01
"1421",1,"a",2016-08-01
"1422",1,"b",2016-09-01
"1423",3,"c",2016-10-01
"1424",4,"d",2016-11-01
"1425",5,"e",2016-12-01
"1426",1,"a",2016-08-01
"1427",1,"b",2016-09-01
"1428",3,"c",2016-10-01
"1429",4,"d",2016-11-01
"1430",5,"e",2016-12-01
"1431",1,"a",2016-08-01
"1432",1,"b",2016-09-01
"1433",3,"c",2016-10-01
"1434",4,"d",2016-11-01
"1435",5,"e",2016-12-01
"1436",1,"a",2016-08-01
"1437",1,"b",2016-09-01
"1438",3,"c",2016-10-01
"1439",4,"d",2016-11-01
"1440",5,"e",2016-12-01
"1441",1,"a",2016-08-01
"1442",1,"b",2016-09-01
"1443",3,"c",2016-10-01
"1444",4,"d",2016-11-01
"1445",5,"e",2016-12-01
"1446",1,"a",2016-08-01
"1447",1,"b",2016-09-01
"1448",3,"c",2016-10-01
"1449",4,"d",2016-11-01
"1450",5,"e",2016-12-01
"1451",1,"a",2016-08-01
"1452",1,"b",2016-09-01
"1453",3,"c",2016-10-01
"1454",4,"d",2016-11-01
"1455",5,"e",2016-12-01
"1456",1,"a",2016-08-01
"1457",1,"b",2016-09-01
"1458",3,"c",2016-10-01
"1459",4,"d",2016-11-01
"1460",5,"e",2016-12-01
"1461",1,"a",2016-08-01
"1462",1,"b",2016-09-01
"1463",3,"c",2016-10-01
"1464",4,"d",2016-11-01
"1465",5,"e",2016-12-01
"1466",1,"a",2016-08-01
"1467",1,"b",2016-09-01
"1468",3,"c",2016-10-01
"1469",4,"d",2016-11-01
"1470",5,"e",2016-12-01
"1471",1,"a",2016-08-01
"1472",1,"b",2016-09-01
"1473",3,"c",2016-10-01
"1474",4,"d",2016-11-01
"1475",5,"e",2016-12-01
"1476",1,"a",2016-08-01
"1477",1,"b",2016-09-01
"1478",3,"c",2016-10-01
"1479",4,"d",2016-11-01
"1480",5,"e",2016-12-01
"1481",1,"a",2016-08-01
"1482",1,"b",2016-09-01
"1483",3,"c",2016-10-01
"1484",4,"d",2016-11-01
"1485",5,"e",2016-12-01
"1486",1,"a",2016-08-01
"1487",1,"b",2016-09-01
"1488",3,"c",2016-10-01
"1489",4,"d",2016-11-01
"1490",5,"e",2016-12-01
"1491",1,"a",2016-08-01
"1492",1,"b",2016-09-01
"1493",3,"c",2016-10-01
"1494",4,"d",2016-11-01
"1495",5,"e",2016-12-01
"1496",1,"a",2016-08-01
"1497",1,"b",2016-09-01
"1498",3,"c",2016-10-01
"1499",4,"d",2016-11-01
"1500",5,"e",2016-12-01
"1501",1,"a",2016-08-01
"1502",1,"b",2016-09-01
"1503",3,"c",2016-10-01
"1504",4,"d",2016-11-01
"1505",5,"e",2016-12-01
"1506",1,"a",2016-08-01
"1507",1,"b",2016-09-01
"1508",3,"c",2016-10-01
"1509",4,"d",2016-11-01
"1510",5,"e",2016-12-01
"1511",1,"a",2016-08-01
"1512",1,"b",2016-09-01
"1513",3,"c",2016-10-01
"1514",4,"d",2016-11-01
"1515",5,"e",2016-12-01
"1516",1,"a",2016-08-01
"1517",1,"b",2016-09-01
"1518",3,"c",2016-10-01
"1519",4,"d",2016-11-01
"1520",5,"e",2016-12-01
"1521",1,"a",2016-08-01
"1522",1,"b",2016-09-01
"1523",3,"c",2016-10-01
"1524",4,"d",2016-11-01
"1525",5,"e",2016-12-01
"1526",1,"a",2016-08-01
"1527",1,"b",2016-09-01
"1528",3,"c",2016-10-01
"1529",4,"d",2016-11-01
"1530",5,"e",2016-12-01
"1531",1,"a",2016-08-01
"1532",1,"b",2016-09-01
"1533",3,"c",2016-10-01
"1534",4,"d",2016-11-01
"1535",5,"e",2016-12-01
"1536",1,"a",2016-08-01
"1537",1,"b",2016-09-01
"1538",3,"c",2016-10-01
"1539",4,"d",2016-11-01
"1540",5,"e",2016-12-01
"1541",1,"a",2016-08-01
"1542",1,"b",2016-09-01
"1543",3,"c",2016-10-01
"1544",4,"d",2016-11-01
"1545",5,"e",2016-12-01
"1546",1,"a",2016-08-01
"1547",1,"b",2016-09-01
"1548",3,"c",2016-10-01
"1549",4,"d",2016-11-01
"1550",5,"e",2016-12-01
"1551",1,"a",2016-08-01
"1552",1,"b",2016-09-01
"1553",3,"c",2016-10-01
"1554",4,"d",2016-11-01
"1555",5,"e",2016-12-01
"1556",1,"a",2016-08-01
"1557",1,"b",2016-09-01
"1558",3,"c",2016-10-01
"1559",4,"d",2016-11-01
"1560",5,"e",2016-12-01
"1561",1,"a",2016-08-01
"1562",1,"b",2016-09-01
"1563",3,"c",2016-10-01
"1564",4,"d",2016-11-01
"1565",5,"e",2016-12-01
"1566",1,"a",2016-08-01
"1567",1,"b",2016-09-01
"1568",3,"c",2016-10-01
"1569",4,"d",2016-11-01
"1570",5,"e",2016-12-01
"1571",1,"a",2016-08-01
"1572",1,"b",2016-09-01
"1573",3,"c",2016-10-01
"1574",4,"d",2016-11-01
"1575",5,"e",2016-12-01
"1576",1,"a",2016-08-01
"1577",1,"b",2016-09-01
"1578",3,"c",2016-10-01
"1579",4,"d",2016-11-01
"1580",5,"e",2016-12-01
"1581",1,"a",2016-08-01
"1582",1,"b",2016-09-01
"1583",3,"c",2016-10-01
"1584",4,"d",2016-11-01
"1585",5,"e",2016-12-01
"1586",1,"a",2016-08-01
"1587",1,"b",2016-09-01
"1588",3,"c",2016-10-01
"1589",4,"d",2016-11-01
"1590",5,"e",2016-12-01
"1591",1,"a",2016-08-01
"1592",1,"b",2016-09-01
"1593",3,"c",2016-10-01
"1594",4,"d",2016-11-01
"1595",5,"e",2016-12-01
"1596",1,"a",2016-08-01
"1597",1,"b",2016-09-01
"1598",3,"c",2016-10-01
"1599",4,"d",2016-11-01
"1600",5,"e",2016-12-01
"1601",1,"a",2016-08-01
"1602",1,"b",2016-09-01
"1603",3,"c",2016-10-01
"1604",4,"d",2016-11-01
"1605",5,"e",2016-12-01
"1606",1,"a",2016-08-01
"1607",1,"b",2016-09-01
"1608",3,"c",2016-10-01
"1609",4,"d",2016-11-01
"1610",5,"e",2016-12-01
"1611",1,"a",2016-08-01
"1612",1,"b",2016-09-01
"1613",3,"c",2016-10-01
"1614",4,"d",2016-11-01
"1615",5,"e",2016-12-01
"1616",1,"a",2016-08-01
"1617",1,"b",2016-09-01
"1618",3,"c",2016-10-01
"1619",4,"d",2016-11-01
"1620",5,"e",2016-12-01
"1621",1,"a",2016-08-01
"1622",1,"b",2016-09-01
"1623",3,"c",2016-10-01
"1624",4,"d",2016-11-01
"1625",5,"e",2016-12-01
"1626",1,"a",2016-08-01
"1627",1,"b",2016-09-01
"1628",3,"c",2016-10-01
"1629",4,"d",2016-11-01
"1630",5,"e",2016-12-01
"1631",1,"a",2016-08-01
"1632",1,"b",2016-09-01
"1633",3,"c",2016-10-01
"1634",4,"d",2016-11-01
"1635",5,"e",2016-12-01
"1636",1,"a",2016-08-01
"1637",1,"b",2016-09-01
"1638",3,"c",2016-10-01
"1639",4,"d",2016-11-01
"1640",5,"e",2016-12-01
"1641",1,"a",2016-08-01
"1642",1,"b",2016-09-01
"1643",3,"c",2016-10-01
"1644",4,"d",2016-11-01
"1645",5,"e",2016-12-01
"1646",1,"a",2016-08-01
"1647",1,"b",2016-09-01
"1648",3,"c",2016-10-01
"1649",4,"d",2016-11-01
"1650",5,"e",2016-12-01
"1651",1,"a",2016-08-01
"1652",1,"b",2016-09-01
"1653",3,"c",2016-10-01
"1654",4,"d",2016-11-01
"1655",5,"e",2016-12-01
"1656",1,"a",2016-08-01
"1657",1,"b",2016-09-01
"1658",3,"c",2016-10-01
"1659",4,"d",2016-11-01
"1660",5,"e",2016-12-01
"1661",1,"a",2016-08-01
"1662",1,"b",2016-09-01
"1663",3,"c",2016-10-01
"1664",4,"d",2016-11-01
"1665",5,"e",2016-12-01
"1666",1,"a",2016-08-01
"1667",1,"b",2016-09-01
"1668",3,"c",2016-10-01
"1669",4,"d",2016-11-01
"1670",5,"e",2016-12-01
"1671",1,"a",2016-08-01
"1672",1,"b",2016-09-01
"1673",3,"c",2016-10-01
"1674",4,"d",2016-11-01
"1675",5,"e",2016-12-01
"1676",1,"a",2016-08-01
"1677",1,"b",2016-09-01
"1678",3,"c",2016-10-01
"1679",4,"d",2016-11-01
"1680",5,"e",2016-12-01
"1681",1,"a",2016-08-01
"1682",1,"b",2016-09-01
"1683",3,"c",2016-10-01
"1684",4,"d",2016-11-01
"1685",5,"e",2016-12-01
"1686",1,"a",2016-08-01
"1687",1,"b",2016-09-01
"1688",3,"c",2016-10-01
"1689",4,"d",2016-11-01
"1690",5,"e",2016-12-01
"1691",1,"a",2016-08-01
"1692",1,"b",2016-09-01
"1693",3,"c",2016-10-01
"1694",4,"d",2016-11-01
"1695",5,"e",2016-12-01
"1696",1,"a",2016-08-01
"1697",1,"b",2016-09-01
"1698",3,"c",2016-10-01
"1699",4,"d",2016-11-01
"1700",5,"e",2016-12-01
"1701",1,"a",2016-08-01
"1702",1,"b",2016-09-01
"1703",3,"c",2016-10-01
"1704",4,"d",2016-11-01
"1705",5,"e",2016-12-01
"1706",1,"a",2016-08-01
"1707",1,"b",2016-09-01
"1708",3,"c",2016-10-01
"1709",4,"d",2016-11-01
"1710",5,"e",2016-12-01
"1711",1,"a",2016-08-01
"1712",1,"b",2016-09-01
"1713",3,"c",2016-10-01
"1714",4,"d",2016-11-01
"1715",5,"e",2016-12-01
"1716",1,"a",2016-08-01
"1717",1,"b",2016-09-01
"1718",3,"c",2016-10-01
"1719",4,"d",2016-11-01
"1720",5,"e",2016-12-01
"1721",1,"a",2016-08-01
"1722",1,"b",2016-09-01
"1723",3,"c",2016-10-01
"1724",4,"d",2016-11-01
"1725",5,"e",2016-12-01
"1726",1,"a",2016-08-01
"1727",1,"b",2016-09-01
"1728",3,"c",2016-10-01
"1729",4,"d",2016-11-01
"1730",5,"e",2016-12-01
"1731",1,"a",2016-08-01
"1732",1,"b",2016-09-01
"1733",3,"c",2016-10-01
"1734",4,"d",2016-11-01
"1735",5,"e",2016-12-01
"1736",1,"a",2016-08-01
"1737",1,"b",2016-09-01
"1738",3,"c",2016-10-01
"1739",4,"d",2016-11-01
"1740",5,"e",2016-12-01
"1741",1,"a",2016-08-01
"1742",1,"b",2016-09-01
"1743",3,"c",2016-10-01
"1744",4,"d",2016-11-01
"1745",5,"e",2016-12-01
"1746",1,"a",2016-08-01
"1747",1,"b",2016-09-01
"1748",3,"c",2016-10-01
"1749",4,"d",2016-11-01
"1750",5,"e",2016-12-01
"1751",1,"a",2016-08-01
"1752",1,"b",2016-09-01
"1753",3,"c",2016-10-01
"1754",4,"d",2016-11-01
"1755",5,"e",2016-12-01
"1756",1,"a",2016-08-01
"1757",1,"b",2016-09-01
"1758",3,"c",2016-10-01
"1759",4,"d",2016-11-01
"1760",5,"e",2016-12-01
"1761",1,"a",2016-08-01
"1762",1,"b",2016-09-01
"1763",3,"c",2016-10-01
"1764",4,"d",2016-11-01
"1765",5,"e",2016-12-01
"1766",1,"a",2016-08-01
"1767",1,"b",2016-09-01
"1768",3,"c",2016-10-01
"1769",4,"d",2016-11-01
"1770",5,"e",2016-12-01
"1771",1,"a",2016-08-01
"1772",1,"b",2016-09-01
"1773",3,"c",2016-10-01
"1774",4,"d",2016-11-01
"1775",5,"e",2016-12-01
"1776",1,"a",2016-08-01
"1777",1,"b",2016-09-01
"1778",3,"c",2016-10-01
"1779",4,"d",2016-11-01
"1780",5,"e",2016-12-01
"1781",1,"a",2016-08-01
"1782",1,"b",2016-09-01
"1783",3,"c",2016-10-01
"1784",4,"d",2016-11-01
"1785",5,"e",2016-12-01
"1786",1,"a",2016-08-01
"1787",1,"b",2016-09-01
"1788",3,"c",2016-10-01
"1789",4,"d",2016-11-01
"1790",5,"e",2016-12-01
"1791",1,"a",2016-08-01
"1792",1,"b",2016-09-01
"1793",3,"c",2016-10-01
"1794",4,"d",2016-11-01
"1795",5,"e",2016-12-01
"1796",1,"a",2016-08-01
"1797",1,"b",2016-09-01
"1798",3,"c",2016-10-01
"1799",4,"d",2016-11-01
"1800",5,"e",2016-12-01
"1801",1,"a",2016-08-01
"1802",1,"b",2016-09-01
"1803",3,"c",2016-10-01
"1804",4,"d",2016-11-01
"1805",5,"e",2016-12-01
"1806",1,"a",2016-08-01
"1807",1,"b",2016-09-01
"1808",3,"c",2016-10-01
"1809",4,"d",2016-11-01
"1810",5,"e",2016-12-01
